,claim,label
546,"Vaccines are a cause of sudden infant death death syndrome; infant deaths decreased dramatically during the lockdown, when the number of vaccines administered was reduced",misleading
547,Deaths from COVID-19 are nearing zero in the U.S.,half-true
548,"There is no need to use nasopharyngeal swabs for COVID-19 testing, mouth swabs can be used instead",misleading
549,“no one has died from the coronavirus”,false
550,Nasal swabs used for COVID-19 tests reach the blood-brain barrier and may damage it.,false
551,“There's a ‘spike’ in [COVID-19] cases because there's a spike in testing.”,false
552,Gas sensors show that wearing a face mask leads to oxygen deficiency and carbon dioxide toxicity,misleading
553,Antibodies for the common cold produce a positive COVID-19 test; false-positive results from COVID-19 antibody testing are behind the COVID-19 cases reported in the U.S.,misleading
554,Hospital laboratories falsify positive COVID-19 results,false
555,“Cannabis is more effective at preventing and treating COVID-19 than hydroxychloroquine”,mostly-true
556,COVID-19 became a leading cause of death globally by the end of May 2020.,false
557,“OSHA says masks don't work and violate OSHA oxygen levels”,misleading
558,"Bill Gates, founder of harmful vaccination campaigns in developing countries, now plans to use COVID-19 vaccines to surveil the population",false
559,“People with blood type O [are] more protected against COVID-19”,false
560,"The WHO stated that asymptomatic spread of COVID-19 is “very rare”, therefore physical distancing and face masks are not necessary",false
561,"“Brussels is halting their 5G plans due to the negative health effects”; “Evidence ... overwhelmingly suggest[s] that, yes, 5G does pose a major threat.”",false
562,"Vaccinated children are more likely to have adverse health outcomes like developmental delays, asthma, and ear infections compared to unvaccinated children.",misleading
563,"Wearing a face mask caused a 19-year-old grocery store worker to be hospitalized for a lung infection, due to breathing in her own carbon dioxide and bacteria.",misleading
564,“5G plays a part in this ‘plandemic’” ... The cases of COVID-19 are “directly related to electromagnetic radiation exposure by 5G”,false
565,Asymptomatic carriers cannot spread COVID-19; COVID-19 is not contagious; masks are not needed to reduce COVID-19 transmission from asymptomatic carriers,misleading
566,"UV-C lamps “kill 99.99% of all bacteria, viruses, and mold” on “any surface you want to disinfect” ... “in ten seconds”",misleading
567,There is no need for social distancing because we have a treatment for COVID-19,false
568,"""Autopsies performed by the Italian pathologists [have] shown that [COVID-19] is not pneumonia but it is disseminated intravascular coagulation""",misleading
569,"The U.S. is not losing “tons more lives in 2020” compared to 2019 (18,433) ... the increase is virtually non-existent",false
570,"“The unvaccinated Amish rarely get cancer, autism, or heart disease.”",half-true
571,"'New evidence shows wearing face mask can help coronavirus enter the brain and pose more health risk, warn expert'",misleading
572,The novel coronavirus SARS-CoV-2 was lab-created and patented; SARS-CoV-2 is not a new virus; COVID-19 pandemic was man-made and planned,false
573,“Autism is nothing more than mercury toxicity“; vaccine ingredients are toxic,false
574,Wearing face masks can cause carbon dioxide toxicity; can weaken immune system,false
575,Antibody tests support what’s been obvious: Covid-19 is much more lethal than the flu,misleading
576,the NIH researched chloroquine and concluded that it was effective at stopping the SARS coronavirus in its tracks,false
577,You have a 0.03[%] chance of dying from [COVID-19] in the state of California. [...] it’s similar to the flu.,false
578,"By administering hydroxychloroquine combined with azithromycin, they were able to observe an improvement in all cases, except in one patient",misleading
579,smoking may protect against COVID-19,misleading
580,there are ZERO flu deaths and ZERO pneumonia deaths for the first time in history,false
581,"Elisa Granato, the first volunteer who availed herself in Oxford for a jab in the first Europe human trial of a vaccine to protect against the coronavirus pandemic has died.",false
582,The pH for the coronavirus varies from 5.5 to 8.5. What we need to do to defeat the coronavirus is to consume more alkaline foods above the virus’ pH level.,false
583,this coronavirus genome contained sequences of another virus […] the HIV virus (AIDS virus),false
584,COVID-19 causes prolonged and progressive hypoxia (starving your body of oxygen) by binding to the heme groups in hemoglobin in your red blood cells,false
585,"Vitamins C and D are now finally being adopted in the conventional treatment of SARS-CoV-2; Vitamin C at extremely high doses acts as an antiviral drug, actually killing viruses; vitamin D helps the body fight SARS-CoV-2 infection and can cut infection risk.",half-true
586,Coronavirus pandemic would likely not be nearly as bad if 5G exposure/radiation pollution wasn’t already compromising the structure and function of hemoglobin cells.,false
587,The flu shot causes false positive results on COVID-19 tests,half-true
588,There are no reliable tests for a specific COVID-19 virus,false
589,The coronavirus has been 'released' by China,false
590,Coronavirus does not cause a runny nose; is killed by temperatures above 26 degrees; causes lung fibrosis within days of infection; can be diagnosed by holding your breath for 10 seconds; and can be cured in the early stages by drinking plenty of water.,barely-true
591,Deforestation has made humans more vulnerable to pandemics,mostly-true
592,"Boil weed and ginger for Covid-19 victims, the virus will vanish",false
593,"it is not the pathogens themselves which initiate disease, they only show up because of an acidic, compromised, cell terrain",false
594,flu vaccine increases risk of coronavirus infection,misleading
595,Gargling with warm water and salt or vinegar eliminates the virus [SARS-CoV-2],false
596,[SARS-CoV-2] is spreading quickly from gas pumps. Shopping carts as well.,half-true
597,There is no ‘coronavirus’,false
598,"If we want to protect ourselves from the coronavirus, we must back away from all the climate change efforts we've been making",misleading
599,Aluminum in vaccines causes neurological damage and autism,false
600,"The government of Shanghai, China has announced its official recommendation that COVID-19 should be treated with high amounts of intravenous vitamin C",misleading
601,The second person ever has been cured from HIV,mostly-true
602,Research shows burning Sage cleans bacteria in the air,false
603,"The coronavirus outbreak is not actually caused by a virus, but by 5G technology",false
604,there are no studies that prove vaccines don’t cause autism,false
605,Every election year has a disease; coronavirus has a contagion factor of 2,false
606,evidence points to SARS-CoV-2 research being carried out at the Wuhan Institute of Virology,false
607,Cancer is Candida/Fungus and can be cured,false
608,"The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C",misleading
609,Garlic proven 100 times more effective than antibiotics,misleading
610,Smoking may protect lungs from cancer,false
611,2019 novel coronavirus contains 'pShuttle-SN' sequence proving laboratory origin,false
612,The DTaP vaccine causes SIDS,false
613,Coronavirus contains 'HIV insertions',false
614,coronavirus is not a new virus,false
615,Coronavirus hits 15% fatality rate,false
616,The FDA study looked at vaccines that are made from living cells [...] oftentimes contaminated with hidden viral fragments which have the potential to cause cancer.,false
617,The CDC found a 236% increased risk of autism in African-American boys associated with the MMR vaccine,false
618,Wuhan Coronavirus outbreak linked to eating bats,misleading
619,[The coronavirus is] “new” yet it was lab-created and patented in 2015,false
620,Colloidal silver is effective for any infection,false
621,"Raw manuka honey kills every bacteria scientists throw at it, including antibiotic-resistant superbugs",half-true
622,Vaccine Injuries Ratio: One for Every 39 Vaccines Administered,misleading
623,The Impossible Whopper has 44 mg of estrogen and the whopper has 2.5 ng of estrogen,false
624,Swabbing nostrils with triple antibiotic cream or gel will prevent the flu,false
625,The black lung lie: It’s the widespread belief that smokers’ lungs turn black.,misleading
626,"4,250% increase in fetal deaths reported to VAERS after flu shot given to pregnant women",misleading
627,"You took Truvada to help protect against HIV, not increase your risk of kidney or bone problems.",misleading
628,Measles vaccine caused Samoa measles outbreak,false
629,The flu shot is made with cancer-causing ingredients,misleading
630,Vaccines [have been] found laced with entire genetic code for abnormal human loaded with cancer genes,false
631,the autoimmune diseases and menstrual cycle problems and fertility problems [...] and all of the other things that we’ve now seen are associated with the [HPV] vaccine,mostly-true
632,"‘Horns’ are growing on young people’s skulls. Phone use is to blame, research suggests.",misleading
633,human breast milk naturally contains the same cannabinoids found in the <i>Cannabis</i> plant,mostly-false
634,Vitamin D is more effective than [the] flu vaccine,misleading
635,The World Health Organization is still pushing this [vaccine] depopulation agenda throughout Africa,false
636,"All these diseases [...] use [sic] to be rare. Autism use [sic] to be 1 in 10,000. Now it’s 1 in 50. Now, where is it all coming from? Vaccines are doing it.",misleading
637,"Samoa withdraws vaccine protecting against measles, mumps and rubella after two babies die within minutes of receiving the routine shot",mostly-true
638,"These two very different cultures have different ADHD levels in children, in America the rate is 19 percent, and in France, it’s .5% – a half of a percent",false
639,[It] is nearly impossible to categorize post-vaccine deaths as vaccine-related,false
640,smoking marijuana causes ‘complete remission’ of Crohn’s disease,misleading
641,"ginger is 10,000x more effective at killing cancer than chemo",misleading
642,the act of fasting for as little as three days can regenerate the entire immune system,misleading
643,ADHD is a fake disease invented by Big Pharma to drug children for profit,false
644,Flu shots are killing elderly citizens in record numbers,mostly-true
645,Abortion is never medically necessary,false
646,Sweden Bans Mandatory Vaccinations Over 'Serious Heath [sic] Concerns',false
647,"Recent Study Shows How Sunscreen Causes Cancer, Not the Sun",false
648,a [group] of people is injecting fruits with blood containing HIV and AIDS,false
649,side effects of the [HPV] vaccine outweigh the positives,false
650,vaccines had cancer enzymes in them,false
651,"Each of these ingredients [thimerosal, ovalbumin, formaldehyde, sodium deoxycholate] is a known neurotoxin",false
652,If a child has a mitochondrial disorder [...] she is more at risk of having a vaccine pushing her over the edge and causing a bad reaction,misleading
653,CDC Admits 98 Million Americans Received Polio Vaccine In An 8-Year Span When It Was Contaminated With Cancer Virus,half-true
654,Women are not warned about the risk of blood clots with their daily steroidal hormone pill,misleading
655,Studies have repeatedly linked fluoride to reduced IQ and brain damage,misleading
656,HPV vaccine may lead to elimination of cervical cancer,true
657,Cancer Institute Finally Admits Marijuana Kills Cancer,misleading
658,The effectiveness of homeopathy is confirmed daily,misleading
659,Science just confirmed eating turmeric every day could ‘reverse cancer’,misleading
660,Toxic vaccine ingredients in the MMR vaccine cause encephalopathy,false
661,"Measles Vaccines Kill More People than Measles, CDC Data Proves",mostly-false
662,"With repeated use of vaccines, cell-mediated immunity weakens",false
663,Drinking bottled water with an acidic pH is bad for your health,false
664,Unvaccinated children pose no threat to anyone,false
665,"If the tongue is 'crooked', if it goes to one side or the other that is also an indication of a stroke.",true
666,The measles outbreak is directly caused by illegal immigration,false
667,There Are Now 100 Scientific Studies That Prove Cannabis Cures Cancer,misleading
668,"Israeli scientists have developed a cure for cancer, which is 100% effective and coming by 2020",misleading
669,"Marijuana is non-addictive, cures cancer, and grows brain cells",false
670,Tilapia are chock full of Omega-6 fatty acids – which increase your risk for Alzheimer’s!,misleading
671,Previous claims that one or two drinks a day might protect against stroke are not true,true
672,Marijuana could be making teens less intelligent,true
673,"While e-cigarettes may have milder effects on the lungs, they are just as bad - if not worse - for the cardiovascular system",half-true
674,Flu shots spread the flu,false
675,Formerly healthy people are suffering serious harm or even dying from taking the flu shot,misleading
676,We believe we will offer in a year’s time a complete cure for cancer.,misleading
677,"Federal study finds marijuana a hundred times less toxic than alcohol, safer than tobacco",half-true
678,World Health Organization Officially Declares Bacon is as Harmful as Cigarettes,half-true
